Country_Name,Country_Code,Time,Time_Code,Air_transport_freight_million_ton,Air_Passengers_carried,Air_Carrier_departures_worldwide,customs_procedure_burden_1=inefficient_7=efficient,Container_port_traffic_TEU_units,Liner_shipping_connectivity_index,Pump_price_diesel_fuel_US$_per_liter,Pump_price_gasoline_US$_per_liter,Port_Quality_infrastructure_1=underdeveloped_7=well_developed,Rail_lines_total_route-km,Rail_goods_transport_million_ton-km,Rail_passengers_carried_million_passenger-km
Myanmar,MMR,1996,YR1996,1.200000048,334500,14500,..,..,..,..,..,..,..,..,..
Myanmar,MMR,1997,YR1997,7.599999905,334500,14500,..,..,..,..,..,..,..,..,..
Myanmar,MMR,1998,YR1998,6.599999905,333200,14700,..,..,..,0.12,0.13,..,..,..,..
Myanmar,MMR,1999,YR1999,6.199999809,536800,11300,..,..,..,..,..,..,..,..,..
Myanmar,MMR,2000,YR2000,0.774,437600,10329,..,..,..,0.12,0.33,..,..,..,..
Myanmar,MMR,2001,YR2001,0.882,398216,9709,..,..,..,..,..,..,..,..,..
Myanmar,MMR,2002,YR2002,1.988,1186162,20624,..,..,..,0.28,0.36,..,..,..,..
Myanmar,MMR,2003,YR2003,2.078,1117208,20611,..,..,..,..,..,..,..,..,..
Myanmar,MMR,2004,YR2004,2.463,1392244,24729,..,..,3.12,0.1,0.12,..,..,..,..
Myanmar,MMR,2005,YR2005,2.722,1503624,26460,..,..,2.47,..,..,..,..,..,..
Myanmar,MMR,2006,YR2006,2.788,1620895,28700,..,..,2.54,0.75,0.66,..,..,885,4163
Myanmar,MMR,2007,YR2007,2.867,1662866,29235,..,170000,3.12,..,..,..,..,..,..
Myanmar,MMR,2008,YR2008,2.83,1637923,29514,..,180000,3.63,0.52,0.43,..,..,..,..
Myanmar,MMR,2009,YR2009,2.614,1527346,28499,..,163692,3.79,..,..,..,..,..,..
Myanmar,MMR,2010,YR2010,2.06226,924207,20485,..,190046.412,3.68,0.8,0.8,..,..,..,..
Myanmar,MMR,2011,YR2011,3.53038,1539676,32354,..,200879.0575,3.22,..,..,..,..,..,..
Myanmar,MMR,2012,YR2012,3.829875041,1663425.435,37798.82982,..,215944.9868,4.2,..,1.04,..,..,..,..
Myanmar,MMR,2013,YR2013,2.861556,1572120,38028,3.3,233004.6408,6,..,..,2.6,..,..,..
Myanmar,MMR,2014,YR2014,3.901646567,1898748,48192,3.2,244887.8774,6.25,0.93,1.14,2.6,..,..,..
Myanmar,MMR,2015,YR2015,3.365967776,2029139.652,49505.6,2.973376953,..,6.23,..,..,2.62268482,..,..,..
Myanmar,MMR,2016,YR2016,..,..,..,3,..,6.37,..,..,2.6,..,..,..
