Country_Name,Country_Code,Time,Time_Code,Internet_users_per100person,Fixed_broadband_subscriptions,Fixed_broadband_subscriptions_per100people,Fixed_telephone_subscriptions,Fixed_telephone_subscriptions_per100people,ICT_goods_exports_%_total_goods_exports,ICT_goods_imports_%_total_goods_imports,ICT_service_exports_%_of_service_exports,ICT_service_exports_current_US$,Mobile_cellular_subscriptions,Mobile_cellular_subscriptions_per_100_people,Secure_Internet_servers,Secure_Internet_servers_per_1million_people
Indonesia,IDN,1979,YR1979,..,..,..,317100,0.223064667,..,..,..,..,0,0,..,..
Indonesia,IDN,1980,YR1980,..,..,..,375800,0.258291636,..,..,..,..,0,0,..,..
Indonesia,IDN,1981,YR1981,..,..,..,427185,0.286947086,..,..,..,..,0,0,..,..
Indonesia,IDN,1982,YR1982,..,..,..,475459,0.31222532,..,..,..,..,0,0,..,..
Indonesia,IDN,1983,YR1983,..,..,..,503253,0.323223292,..,..,..,..,0,0,..,..
Indonesia,IDN,1984,YR1984,..,..,..,536102,0.336963942,..,..,..,..,1750,0.001099953,..,..
Indonesia,IDN,1985,YR1985,..,..,..,602356,0.370774459,..,..,..,..,2029,0.001248931,..,..
Indonesia,IDN,1986,YR1986,..,..,..,677279,0.408560363,..,..,..,..,4531,0.002733271,..,..
Indonesia,IDN,1987,YR1987,..,..,..,759127,0.449083716,..,..,..,..,6321,0.003739372,..,..
Indonesia,IDN,1988,YR1988,..,..,..,828812,0.481125873,..,..,..,..,9008,0.00522915,..,..
Indonesia,IDN,1989,YR1989,..,..,..,863814,0.492312195,..,..,..,..,12928,0.007368035,..,..
Indonesia,IDN,1990,YR1990,0,..,..,1066222,0.596877718,..,..,..,..,18096,0.010130254,..,..
Indonesia,IDN,1991,YR1991,..,..,..,1295002,0.712375901,..,..,..,..,24528,0.013492764,..,..
Indonesia,IDN,1992,YR1992,..,..,..,1652378,0.893578934,..,..,..,..,35546,0.019222694,..,..
Indonesia,IDN,1993,YR1993,..,..,..,1863947,0.991359514,..,..,4.622379389,183000000,53438,0.028421554,..,..
Indonesia,IDN,1994,YR1994,0.001059744,..,..,2462831,1.288862195,..,..,..,..,78024,0.040831947,..,..
Indonesia,IDN,1995,YR1995,0.026109477,..,..,3290854,1.695332887,..,..,..,..,210643,0.108515907,..,..
Indonesia,IDN,1996,YR1996,0.056623989,..,..,4186030,2.123833017,..,..,..,..,562517,0.285399813,..,..
Indonesia,IDN,1997,YR1997,0.194910264,..,..,4982466,2.49060482,..,..,..,..,916173,0.457970991,..,..
Indonesia,IDN,1998,YR1998,0.255306646,..,..,5571644,2.744774961,..,..,..,..,1065820,0.525057963,..,..
Indonesia,IDN,1999,YR1999,0.444415936,..,..,6080193,2.952311997,..,..,..,..,2220969,1.078418633,..,..
Indonesia,IDN,2000,YR2000,0.925563864,4000,0.001914437,6662605,3.188784588,12.19426799,2.090314328,..,..,3669327,1.756173957,..,..
Indonesia,IDN,2001,YR2001,2.018613859,15000,0.007076461,7218938,3.405635404,10.83010294,2.528647823,..,..,6520947,3.076348345,60,0.279787714
Indonesia,IDN,2002,YR2002,2.134135733,38300,0.017810782,7750035,3.604025674,11.02975198,2.946975337,..,..,11700000,5.440891607,..,..
Indonesia,IDN,2003,YR2003,2.38701978,61600,0.028238019,8058139,3.693926612,9.31457494,3.515213245,..,..,18495251,8.478396795,60,0.272346224
Indonesia,IDN,2004,YR2004,2.600285876,84900,0.038365287,10376381,4.688961526,9.117793193,3.829432787,28.61188877,3642130000,30336607,13.70874711,85,0.380707353
Indonesia,IDN,2005,YR2005,3.602024763,108200,0.048200092,13507830,6.017362698,8.106271021,3.600828906,30.93830247,4021100000,46909972,20.89708826,103,0.455239156
Indonesia,IDN,2006,YR2006,4.764813134,194367,0.08535732,14820733,6.50860509,6.08931343,3.499214449,41.36184509,3784231168,63803015,28.01943927,131,0.571393727
Indonesia,IDN,2007,YR2007,5.786274729,778770,0.33716956,19529507,8.455327347,5.280818208,4.95202508,33.45976771,3668654108,93386881,40.43198063,169,0.727517461
Indonesia,IDN,2008,YR2008,7.917479385,981562,0.419034913,30378071,12.96858714,4.756276418,9.061360404,24.97664234,3458131143,140578243,60.01372486,234,0.994218386
Indonesia,IDN,2009,YR2009,6.92,1863821,0.784810045,34809627,14.6574939,5.94016877,8.901518256,30.5565254,3683778318,163676961,68.9204184,320,1.341915076
Indonesia,IDN,2010,YR2010,10.92,2280316,0.94746107,40931063,17.00667309,4.983178496,8.49366481,33.28728519,5549152750,211290235,87.79014493,480,1.986647033
Indonesia,IDN,2011,YR2011,12.28,2736379,1.122379247,38617480,15.83971304,3.855039357,7.405550286,34.01970474,7446285489,249805619,102.4626496,820,3.349560264
Indonesia,IDN,2012,YR2012,14.52,2983000,1.208356703,37982855,15.38613391,4.058935543,7.076612996,38.17807176,9032955767,281963665,114.218131,975,3.930851635
Indonesia,IDN,2013,YR2013,14.94,3251800,1.301419482,30722651,12.29566903,3.615272472,7.093096042,33.47815327,7681195544,313226914,125.3581426,1029,4.0952245
Indonesia,IDN,2014,YR2014,17.14,3009185,1.190284513,26224974,10.37330055,3.474010882,6.996927942,30.48065217,7172380188,325582819,128.7844341,1586,6.23293464
Indonesia,IDN,2015,YR2015,21.97606771,2785000,1.089129574,22386000,8.754489995,..,..,27.19305474,6044599462,338426000,132.3482101,2050,7.95919256
Indonesia,IDN,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
