Country_Name,Country_Code,Time,Time_Code,High-technology_exports_%,High-technology_exports_US$,Non-Resident_Patent_applications,Resident_Patent_applications,R&D_expenditure_%_GDP,Researchers_in_R&D,Scientifc_and_tech_articles,Technicians_in_R&D_per_mil_people,Direct_NR_Trademark_app.,direct_R_Trademark_app,Total_Trademark_app
Cuba,CUB,2005,YR2005,18.3428365,113378753,180,105,0.549199998,..,939.6,..,2373,262,2635
Cuba,CUB,2006,YR2006,35.34721092,248049451,163,94,0.441390008,..,1219.4,..,2435,199,2634
Cuba,CUB,2007,YR2007,..,..,210,74,0.436150014,..,1096.8,..,2139,268,2407
Cuba,CUB,2008,YR2008,..,..,189,69,0.500609994,..,1175.4,..,2248,292,2540
Cuba,CUB,2009,YR2009,..,..,172,59,0.614870012,..,1398.7,..,1831,211,2042
Cuba,CUB,2010,YR2010,..,..,..,..,0.607670009,..,1312.6,..,1389,..,1389
Cuba,CUB,2011,YR2011,..,..,184,62,0.271919996,..,1585.2,..,1785,256,2041
Cuba,CUB,2012,YR2012,..,..,140,38,0.407169998,..,1526,..,1961,778,2739
Cuba,CUB,2013,YR2013,..,..,143,27,0.474660009,..,1547.9,..,1807,494,2301
Cuba,CUB,2014,YR2014,..,..,126,24,0.405319989,..,..,..,1735,690,2425
Cuba,CUB,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
